# Lagarith range-coder reciprocal-multiply LUT (extraction artefact)
#
# Source binary (x86-64): reference/binaries/system32/lagarith.dll
#   SHA-256: f90f371146ee0b762e4d0c95b336cad2dcff8802953e8667ed0b16389b1dd89c
#   RVA:        0x0001b9a0
#   File offset: 0x0001ada0
# Source binary (i386):  reference/binaries/syswow64/lagarith.dll
#   SHA-256: bac1ea74a9763008f44d3d0f2951ba9a44853e0d72164521a74dc7dd1df20bcc
#   RVA:        0x0002e870
#   File offset: 0x0002d270
# Cross-arch byte-equivalence: IDENTICAL
#
# Total entries: 2048 (each entry is one little-endian uint32)
# Total bytes:   8192
# Tool: extract-luts.sh (this script) + python3 struct.unpack('<2048I', ...)
#
# Columns: index, value_hex, value_dec
# value is the 32-bit little-endian word at file offset (T0_OFF + index*4).
index,value_hex,value_dec
872,0x004b27ed,4925421
873,0x004b11e3,4919779
874,0x004afbe6,4914150
875,0x004ae5f6,4908534
876,0x004ad012,4902930
877,0x004aba3c,4897340
878,0x004aa472,4891762
879,0x004a8eb5,4886197
880,0x004a7904,4880644
881,0x004a6360,4875104
882,0x004a4dc9,4869577
883,0x004a383e,4864062
884,0x004a22c0,4858560
885,0x004a0d4e,4853070
886,0x0049f7e8,4847592
887,0x0049e28f,4842127
888,0x0049cd42,4836674
889,0x0049b802,4831234
890,0x0049a2cd,4825805
891,0x00498da5,4820389
892,0x00497889,4814985
893,0x00496379,4809593
894,0x00494e75,4804213
895,0x0049397e,4798846
896,0x00492492,4793490
897,0x00490fb2,4788146
898,0x0048fade,4782814
899,0x0048e616,4777494
900,0x0048d159,4772185
901,0x0048bca9,4766889
902,0x0048a804,4761604
903,0x0048936b,4756331
904,0x00487ede,4751070
905,0x00486a5c,4745820
906,0x004855e6,4740582
907,0x0048417b,4735355
908,0x00482d1c,4730140
909,0x004818c8,4724936
910,0x00480480,4719744
911,0x0047f043,4714563
912,0x0047dc11,4709393
913,0x0047c7eb,4704235
914,0x0047b3d0,4699088
915,0x00479fc1,4693953
916,0x00478bbc,4688828
917,0x004777c3,4683715
918,0x004763d5,4678613
919,0x00474ff2,4673522
920,0x00473c1a,4668442
921,0x0047284d,4663373
922,0x0047148b,4658315
923,0x004700d5,4653269
924,0x0046ed29,4648233
925,0x0046d987,4643207
926,0x0046c5f1,4638193
927,0x0046b266,4633190
928,0x00469ee5,4628197
929,0x00468b6f,4623215
930,0x00467804,4618244
931,0x004664a3,4613283
932,0x0046514e,4608334
933,0x00463e02,4603394
934,0x00462ac2,4598466
935,0x0046178b,4593547
936,0x00460460,4588640
937,0x0045f13f,4583743
938,0x0045de28,4578856
939,0x0045cb1c,4573980
940,0x0045b81a,4569114
941,0x0045a522,4564258
942,0x00459235,4559413
943,0x00457f52,4554578
944,0x00456c79,4549753
945,0x004559aa,4544938
946,0x004546e6,4540134
947,0x0045342c,4535340
948,0x0045217c,4530556
949,0x00450ed6,4525782
950,0x0044fc3a,4521018
951,0x0044e9a8,4516264
952,0x0044d720,4511520
953,0x0044c4a2,4506786
954,0x0044b22e,4502062
955,0x00449fc3,4497347
956,0x00448d63,4492643
957,0x00447b0d,4487949
958,0x004468c0,4483264
959,0x0044567d,4478589
960,0x00444444,4473924
961,0x00443214,4469268
962,0x00441fee,4464622
963,0x00440dd2,4459986
964,0x0043fbc0,4455360
965,0x0043e9b7,4450743
966,0x0043d7b7,4446135
967,0x0043c5c2,4441538
968,0x0043b3d5,4436949
969,0x0043a1f2,4432370
970,0x00439019,4427801
971,0x00437e49,4423241
972,0x00436c82,4418690
973,0x00435ac5,4414149
974,0x00434911,4409617
975,0x00433766,4405094
976,0x004325c5,4400581
977,0x0043142d,4396077
978,0x0043029e,4391582
979,0x0042f118,4387096
980,0x0042df9b,4382619
981,0x0042ce28,4378152
982,0x0042bcbd,4373693
983,0x0042ab5c,4369244
984,0x00429a04,4364804
985,0x004288b4,4360372
986,0x0042776e,4355950
987,0x00426631,4351537
988,0x004254fc,4347132
989,0x004243d1,4342737
990,0x004232ae,4338350
991,0x00422195,4333973
992,0x00421084,4329604
993,0x0041ff7c,4325244
994,0x0041ee7c,4320892
995,0x0041dd86,4316550
996,0x0041cc98,4312216
997,0x0041bbb2,4307890
998,0x0041aad6,4303574
999,0x00419a02,4299266
1000,0x00418937,4294967
1001,0x00417874,4290676
1002,0x004167ba,4286394
1003,0x00415708,4282120
1004,0x0041465f,4277855
1005,0x004135bf,4273599
1006,0x00412527,4269351
1007,0x00411497,4265111
1008,0x00410410,4260880
1009,0x0040f391,4256657
1010,0x0040e31a,4252442
1011,0x0040d2ac,4248236
1012,0x0040c246,4244038
1013,0x0040b1e9,4239849
1014,0x0040a193,4235667
1015,0x00409146,4231494
1016,0x00408102,4227330
1017,0x004070c5,4223173
1018,0x00406090,4219024
1019,0x00405064,4214884
1020,0x00404040,4210752
1021,0x00403024,4206628
1022,0x00402010,4202512
1023,0x00401004,4198404
1024,0x00400000,4194304
1025,0x003ff003,4190211
1026,0x003fe00f,4186127
1027,0x003fd023,4182051
1028,0x003fc03f,4177983
1029,0x003fb063,4173923
1030,0x003fa08f,4169871
1031,0x003f90c2,4165826
1032,0x003f80fe,4161790
1033,0x003f7141,4157761
1034,0x003f618c,4153740
1035,0x003f51de,4149726
1036,0x003f4239,4145721
1037,0x003f329b,4141723
1038,0x003f2305,4137733
1039,0x003f1377,4133751
1040,0x003f03f0,4129776
1041,0x003ef471,4125809
1042,0x003ee4f9,4121849
1043,0x003ed589,4117897
1044,0x003ec621,4113953
1045,0x003eb6c0,4110016
1046,0x003ea767,4106087
1047,0x003e9815,4102165
1048,0x003e88cb,4098251
1049,0x003e7988,4094344
1050,0x003e6a4d,4090445
1051,0x003e5b19,4086553
1052,0x003e4bec,4082668
1053,0x003e3cc7,4078791
1054,0x003e2da9,4074921
1055,0x003e1e93,4071059
1056,0x003e0f83,4067203
1057,0x003e007c,4063356
1058,0x003df17b,4059515
1059,0x003de282,4055682
1060,0x003dd38f,4051855
1061,0x003dc4a5,4048037
1062,0x003db5c1,4044225
1063,0x003da6e4,4040420
1064,0x003d980f,4036623
1065,0x003d8941,4032833
1066,0x003d7a79,4029049
1067,0x003d6bb9,4025273
1068,0x003d5d00,4021504
1069,0x003d4e4f,4017743
1070,0x003d3fa4,4013988
1071,0x003d3100,4010240
1072,0x003d2263,4006499
1073,0x003d13cd,4002765
1074,0x003d053e,3999038
1075,0x003cf6b6,3995318
1076,0x003ce835,3991605
1077,0x003cd9bb,3987899
1078,0x003ccb47,3984199
1079,0x003cbcdb,3980507
1080,0x003cae75,3976821
1081,0x003ca016,3973142
1082,0x003c91be,3969470
1083,0x003c836d,3965805
1084,0x003c7522,3962146
1085,0x003c66df,3958495
1086,0x003c58a2,3954850
1087,0x003c4a6b,3951211
1088,0x003c3c3c,3947580
1089,0x003c2e13,3943955
1090,0x003c1ff0,3940336
1091,0x003c11d5,3936725
1092,0x003c03c0,3933120
1093,0x003bf5b1,3929521
1094,0x003be7a9,3925929
1095,0x003bd9a8,3922344
1096,0x003bcbad,3918765
1097,0x003bbdb9,3915193
1098,0x003bafcb,3911627
1099,0x003ba1e4,3908068
1100,0x003b9403,3904515
1101,0x003b8629,3900969
1102,0x003b7855,3897429
1103,0x003b6a88,3893896
1104,0x003b5cc0,3890368
1105,0x003b4f00,3886848
1106,0x003b4145,3883333
1107,0x003b3391,3879825
1108,0x003b25e4,3876324
1109,0x003b183c,3872828
1110,0x003b0a9b,3869339
1111,0x003afd01,3865857
1112,0x003aef6c,3862380
1113,0x003ae1de,3858910
1114,0x003ad456,3855446
1115,0x003ac6d4,3851988
1116,0x003ab959,3848537
1117,0x003aabe3,3845091
1118,0x003a9e74,3841652
1119,0x003a910b,3838219
1120,0x003a83a8,3834792
1121,0x003a764b,3831371
1122,0x003a68f4,3827956
1123,0x003a5ba3,3824547
1124,0x003a4e59,3821145
1125,0x003a4114,3817748
1126,0x003a33d6,3814358
1127,0x003a269d,3810973
1128,0x003a196b,3807595
1129,0x003a0c3e,3804222
1130,0x0039ff18,3800856
1131,0x0039f1f7,3797495
1132,0x0039e4dc,3794140
1133,0x0039d7c7,3790791
1134,0x0039cab9,3787449
1135,0x0039bdb0,3784112
1136,0x0039b0ad,3780781
1137,0x0039a3af,3777455
1138,0x003996b8,3774136
1139,0x003989c6,3770822
1140,0x00397cdb,3767515
1141,0x00396ff5,3764213
1142,0x00396315,3760917
1143,0x0039563a,3757626
1144,0x00394966,3754342
1145,0x00393c97,3751063
1146,0x00392fcd,3747789
1147,0x0039230a,3744522
1148,0x0039164c,3741260
1149,0x00390994,3738004
1150,0x0038fce2,3734754
1151,0x0038f035,3731509
1152,0x0038e38e,3728270
1153,0x0038d6ec,3725036
1154,0x0038ca50,3721808
1155,0x0038bdba,3718586
1156,0x0038b129,3715369
1157,0x0038a49e,3712158
1158,0x00389818,3708952
1159,0x00388b98,3705752
1160,0x00387f1e,3702558
1161,0x003872a8,3699368
1162,0x00386639,3696185
1163,0x003859cf,3693007
1164,0x00384d6a,3689834
1165,0x0038410b,3686667
1166,0x003834b1,3683505
1167,0x0038285d,3680349
1168,0x00381c0e,3677198
1169,0x00380fc4,3674052
1170,0x00380380,3670912
1171,0x0037f741,3667777
1172,0x0037eb07,3664647
1173,0x0037ded3,3661523
1174,0x0037d2a4,3658404
1175,0x0037c67b,3655291
1176,0x0037ba57,3652183
1177,0x0037ae38,3649080
1178,0x0037a21e,3645982
1179,0x00379609,3642889
1180,0x003789fa,3639802
1181,0x00377df0,3636720
1182,0x003771ec,3633644
1183,0x003765ec,3630572
1184,0x003759f2,3627506
1185,0x00374dfc,3624444
1186,0x0037420c,3621388
1187,0x00373622,3618338
1188,0x00372a3c,3615292
1189,0x00371e5b,3612251
1190,0x00371280,3609216
1191,0x003706a9,3606185
1192,0x0036fad8,3603160
1193,0x0036ef0c,3600140
1194,0x0036e345,3597125
1195,0x0036d782,3594114
1196,0x0036cbc5,3591109
1197,0x0036c00d,3588109
1198,0x0036b45a,3585114
1199,0x0036a8ac,3582124
1200,0x00369d03,3579139
1201,0x0036915f,3576159
1202,0x003685c0,3573184
1203,0x00367a25,3570213
1204,0x00366e90,3567248
1205,0x00366300,3564288
1206,0x00365774,3561332
1207,0x00364bee,3558382
1208,0x0036406c,3555436
1209,0x003634ef,3552495
1210,0x00362977,3549559
1211,0x00361e04,3546628
1212,0x00361296,3543702
1213,0x0036072c,3540780
1214,0x0035fbc8,3537864
1215,0x0035f068,3534952
1216,0x0035e50d,3532045
1217,0x0035d9b7,3529143
1218,0x0035ce65,3526245
1219,0x0035c318,3523352
1220,0x0035b7d0,3520464
1221,0x0035ac8d,3517581
1222,0x0035a14f,3514703
1223,0x00359615,3511829
1224,0x00358ae0,3508960
1225,0x00357faf,3506095
1226,0x00357483,3503235
1227,0x0035695c,3500380
1228,0x00355e3a,3497530
1229,0x0035531c,3494684
1230,0x00354803,3491843
1231,0x00353cee,3489006
1232,0x003531de,3486174
1233,0x003526d3,3483347
1234,0x00351bcc,3480524
1235,0x003510ca,3477706
1236,0x003505cc,3474892
1237,0x0034fad3,3472083
1238,0x0034efde,3469278
1239,0x0034e4ee,3466478
1240,0x0034da03,3463683
1241,0x0034cf1c,3460892
1242,0x0034c439,3458105
1243,0x0034b95b,3455323
1244,0x0034ae82,3452546
1245,0x0034a3ac,3449772
1246,0x003498dc,3447004
1247,0x00348e10,3444240
1248,0x00348348,3441480
1249,0x00347884,3438724
1250,0x00346dc5,3435973
1251,0x0034630b,3433227
1252,0x00345855,3430485
1253,0x00344da3,3427747
1254,0x003442f5,3425013
1255,0x0034384c,3422284
1256,0x00342da7,3419559
1257,0x00342307,3416839
1258,0x0034186b,3414123
1259,0x00340dd3,3411411
1260,0x00340340,3408704
1261,0x0033f8b1,3406001
1262,0x0033ee26,3403302
1263,0x0033e39f,3400607
1264,0x0033d91d,3397917
1265,0x0033ce9f,3395231
1266,0x0033c425,3392549
1267,0x0033b9af,3389871
1268,0x0033af3e,3387198
1269,0x0033a4d0,3384528
1270,0x00339a68,3381864
1271,0x00339003,3379203
1272,0x003385a2,3376546
1273,0x00337b46,3373894
1274,0x003370ed,3371245
1275,0x00336699,3368601
1276,0x00335c49,3365961
1277,0x003351fd,3363325
1278,0x003347b6,3360694
1279,0x00333d72,3358066
1280,0x00333333,3355443
1281,0x003328f7,3352823
1282,0x00331ec0,3350208
1283,0x0033148d,3347597
1284,0x00330a5e,3344990
1285,0x00330033,3342387
1286,0x0032f60b,3339787
1287,0x0032ebe8,3337192
1288,0x0032e1c9,3334601
1289,0x0032d7ae,3332014
1290,0x0032cd98,3329432
1291,0x0032c385,3326853
1292,0x0032b976,3324278
1293,0x0032af6b,3321707
1294,0x0032a564,3319140
1295,0x00329b61,3316577
1296,0x00329161,3314017
1297,0x00328766,3311462
1298,0x00327d6f,3308911
1299,0x0032737c,3306364
1300,0x0032698c,3303820
1301,0x00325fa1,3301281
1302,0x003255ba,3298746
1303,0x00324bd6,3296214
1304,0x003241f6,3293686
1305,0x0032381a,3291162
1306,0x00322e42,3288642
1307,0x0032246e,3286126
1308,0x00321a9e,3283614
1309,0x003210d1,3281105
1310,0x00320708,3278600
1311,0x0031fd44,3276100
1312,0x0031f383,3273603
1313,0x0031e9c5,3271109
1314,0x0031e00c,3268620
1315,0x0031d656,3266134
1316,0x0031cca4,3263652
1317,0x0031c2f6,3261174
1318,0x0031b94c,3258700
1319,0x0031afa5,3256229
1320,0x0031a603,3253763
1321,0x00319c63,3251299
1322,0x003192c8,3248840
1323,0x00318930,3246384
1324,0x00317f9d,3243933
1325,0x0031760c,3241484
1326,0x00316c80,3239040
1327,0x003162f7,3236599
1328,0x00315972,3234162
1329,0x00314ff0,3231728
1330,0x00314672,3229298
1331,0x00313cf8,3226872
1332,0x00313381,3224449
1333,0x00312a0e,3222030
1334,0x0031209f,3219615
1335,0x00311733,3217203
1336,0x00310dcb,3214795
1337,0x00310467,3212391
1338,0x0030fb06,3209990
1339,0x0030f1a9,3207593
1340,0x0030e84f,3205199
1341,0x0030def9,3202809
1342,0x0030d5a6,3200422
1343,0x0030cc57,3198039
1344,0x0030c30c,3195660
1345,0x0030b9c4,3193284
1346,0x0030b07f,3190911
1347,0x0030a73e,3188542
1348,0x00309e01,3186177
1349,0x003094c7,3183815
1350,0x00308b91,3181457
1351,0x0030825e,3179102
1352,0x0030792e,3176750
1353,0x00307003,3174403
1354,0x003066da,3172058
1355,0x00305db5,3169717
1356,0x00305494,3167380
1357,0x00304b75,3165045
1358,0x0030425b,3162715
1359,0x00303944,3160388
1360,0x00303030,3158064
1361,0x0030271f,3155743
1362,0x00301e12,3153426
1363,0x00301509,3151113
1364,0x00300c03,3148803
1365,0x00300300,3146496
1366,0x002ffa00,3144192
1367,0x002ff104,3141892
1368,0x002fe80b,3139595
1369,0x002fdf16,3137302
1370,0x002fd624,3135012
1371,0x002fcd35,3132725
1372,0x002fc44a,3130442
1373,0x002fbb62,3128162
1374,0x002fb27d,3125885
1375,0x002fa99c,3123612
1376,0x002fa0be,3121342
1377,0x002f97e3,3119075
1378,0x002f8f0c,3116812
1379,0x002f8638,3114552
1380,0x002f7d67,3112295
1381,0x002f7499,3110041
1382,0x002f6bcf,3107791
1383,0x002f6307,3105543
1384,0x002f5a44,3103300
1385,0x002f5183,3101059
1386,0x002f48c6,3098822
1387,0x002f400b,3096587
1388,0x002f3754,3094356
1389,0x002f2ea1,3092129
1390,0x002f25f0,3089904
1391,0x002f1d43,3087683
1392,0x002f1499,3085465
1393,0x002f0bf2,3083250
1394,0x002f034e,3081038
1395,0x002efaad,3078829
1396,0x002ef210,3076624
1397,0x002ee975,3074421
1398,0x002ee0de,3072222
1399,0x002ed84a,3070026
1400,0x002ecfb9,3067833
1401,0x002ec72c,3065644
1402,0x002ebea1,3063457
1403,0x002eb619,3061273
1404,0x002ead95,3059093
1405,0x002ea514,3056916
1406,0x002e9c96,3054742
1407,0x002e941a,3052570
1408,0x002e8ba2,3050402
1409,0x002e832d,3048237
1410,0x002e7abc,3046076
1411,0x002e724d,3043917
1412,0x002e69e1,3041761
1413,0x002e6178,3039608
1414,0x002e5913,3037459
1415,0x002e50b0,3035312
1416,0x002e4850,3033168
1417,0x002e3ff4,3031028
1418,0x002e379a,3028890
1419,0x002e2f44,3026756
1420,0x002e26f0,3024624
1421,0x002e1ea0,3022496
1422,0x002e1652,3020370
1423,0x002e0e08,3018248
1424,0x002e05c0,3016128
1425,0x002dfd7c,3014012
1426,0x002df53a,3011898
1427,0x002decfb,3009787
1428,0x002de4c0,3007680
1429,0x002ddc87,3005575
1430,0x002dd451,3003473
1431,0x002dcc1e,3001374
1432,0x002dc3ee,2999278
1433,0x002dbbc1,2997185
1434,0x002db397,2995095
1435,0x002dab70,2993008
1436,0x002da34c,2990924
1437,0x002d9b2a,2988842
1438,0x002d930c,2986764
1439,0x002d8af0,2984688
1440,0x002d82d8,2982616
1441,0x002d7ac2,2980546
1442,0x002d72af,2978479
1443,0x002d6a9f,2976415
1444,0x002d6292,2974354
1445,0x002d5a87,2972295
1446,0x002d5280,2970240
1447,0x002d4a7b,2968187
1448,0x002d4279,2966137
1449,0x002d3a7a,2964090
1450,0x002d327e,2962046
1451,0x002d2a85,2960005
1452,0x002d228e,2957966
1453,0x002d1a9a,2955930
1454,0x002d12a9,2953897
1455,0x002d0abb,2951867
1456,0x002d02d0,2949840
1457,0x002cfae7,2947815
1458,0x002cf301,2945793
1459,0x002ceb1e,2943774
1460,0x002ce33e,2941758
1461,0x002cdb60,2939744
1462,0x002cd386,2937734
1463,0x002ccbae,2935726
1464,0x002cc3d8,2933720
1465,0x002cbc06,2931718
1466,0x002cb436,2929718
1467,0x002cac69,2927721
1468,0x002ca49f,2925727
1469,0x002c9cd7,2923735
1470,0x002c9512,2921746
1471,0x002c8d50,2919760
1472,0x002c8590,2917776
1473,0x002c7dd3,2915795
1474,0x002c7619,2913817
1475,0x002c6e62,2911842
1476,0x002c66ad,2909869
1477,0x002c5efb,2907899
1478,0x002c574b,2905931
1479,0x002c4f9f,2903967
1480,0x002c47f4,2902004
1481,0x002c404d,2900045
1482,0x002c38a8,2898088
1483,0x002c3106,2896134
1484,0x002c2966,2894182
1485,0x002c21c9,2892233
1486,0x002c1a2f,2890287
1487,0x002c1297,2888343
1488,0x002c0b02,2886402
1489,0x002c0370,2884464
1490,0x002bfbe0,2882528
1491,0x002bf453,2880595
1492,0x002becc8,2878664
1493,0x002be540,2876736
1494,0x002bddba,2874810
1495,0x002bd637,2872887
1496,0x002bceb7,2870967
1497,0x002bc739,2869049
1498,0x002bbfbe,2867134
1499,0x002bb845,2865221
1500,0x002bb0cf,2863311
1501,0x002ba95b,2861403
1502,0x002ba1ea,2859498
1503,0x002b9a7c,2857596
1504,0x002b9310,2855696
1505,0x002b8ba6,2853798
1506,0x002b843f,2851903
1507,0x002b7cdb,2850011
1508,0x002b7579,2848121
1509,0x002b6e1a,2846234
1510,0x002b66bd,2844349
1511,0x002b5f62,2842466
1512,0x002b580a,2840586
1513,0x002b50b5,2838709
1514,0x002b4962,2836834
1515,0x002b4211,2834961
1516,0x002b3ac3,2833091
1517,0x002b3378,2831224
1518,0x002b2c2f,2829359
1519,0x002b24e8,2827496
1520,0x002b1da4,2825636
1521,0x002b1662,2823778
1522,0x002b0f23,2821923
1523,0x002b07e6,2820070
1524,0x002b00ac,2818220
1525,0x002af973,2816371
1526,0x002af23e,2814526
1527,0x002aeb0b,2812683
1528,0x002ae3da,2810842
1529,0x002adcac,2809004
1530,0x002ad580,2807168
1531,0x002ace56,2805334
1532,0x002ac72f,2803503
1533,0x002ac00a,2801674
1534,0x002ab8e8,2799848
1535,0x002ab1c8,2798024
1536,0x002aaaaa,2796202
1537,0x002aa38f,2794383
1538,0x002a9c76,2792566
1539,0x002a955f,2790751
1540,0x002a8e4b,2788939
1541,0x002a8739,2787129
1542,0x002a802a,2785322
1543,0x002a791d,2783517
1544,0x002a7212,2781714
1545,0x002a6b0a,2779914
1546,0x002a6403,2778115
1547,0x002a5d00,2776320
1548,0x002a55fe,2774526
1549,0x002a4eff,2772735
1550,0x002a4802,2770946
1551,0x002a4108,2769160
1552,0x002a3a0f,2767375
1553,0x002a3319,2765593
1554,0x002a2c26,2763814
1555,0x002a2534,2762036
1556,0x002a1e45,2760261
1557,0x002a1758,2758488
1558,0x002a106e,2756718
1559,0x002a0986,2754950
1560,0x002a02a0,2753184
1561,0x0029fbbc,2751420
1562,0x0029f4da,2749658
1563,0x0029edfb,2747899
1564,0x0029e71e,2746142
1565,0x0029e044,2744388
1566,0x0029d96b,2742635
1567,0x0029d295,2740885
1568,0x0029cbc1,2739137
1569,0x0029c4ef,2737391
1570,0x0029be1f,2735647
1571,0x0029b752,2733906
1572,0x0029b087,2732167
1573,0x0029a9be,2730430
1574,0x0029a2f7,2728695
1575,0x00299c33,2726963
1576,0x00299571,2725233
1577,0x00298eb0,2723504
1578,0x002987f3,2721779
1579,0x00298137,2720055
1580,0x00297a7d,2718333
1581,0x002973c6,2716614
1582,0x00296d11,2714897
1583,0x0029665e,2713182
1584,0x00295fad,2711469
1585,0x002958fe,2709758
1586,0x00295251,2708049
1587,0x00294ba7,2706343
1588,0x002944ff,2704639
1589,0x00293e59,2702937
1590,0x002937b5,2701237
1591,0x00293113,2699539
1592,0x00292a73,2697843
1593,0x002923d6,2696150
1594,0x00291d3a,2694458
1595,0x002916a1,2692769
1596,0x0029100a,2691082
1597,0x00290975,2689397
1598,0x002902e2,2687714
1599,0x0028fc51,2686033
1600,0x0028f5c2,2684354
1601,0x0028ef35,2682677
1602,0x0028e8ab,2681003
1603,0x0028e222,2679330
1604,0x0028db9c,2677660
1605,0x0028d518,2675992
1606,0x0028ce95,2674325
1607,0x0028c815,2672661
1608,0x0028c197,2670999
1609,0x0028bb1b,2669339
1610,0x0028b4a1,2667681
1611,0x0028ae29,2666025
1612,0x0028a7b3,2664371
1613,0x0028a13f,2662719
1614,0x00289ace,2661070
1615,0x0028945e,2659422
1616,0x00288df0,2657776
1617,0x00288785,2656133
1618,0x0028811b,2654491
1619,0x00287ab3,2652851
1620,0x0028744e,2651214
1621,0x00286dea,2649578
1622,0x00286789,2647945
1623,0x00286129,2646313
1624,0x00285acc,2644684
1625,0x00285470,2643056
1626,0x00284e17,2641431
1627,0x002847bf,2639807
1628,0x0028416a,2638186
1629,0x00283b16,2636566
1630,0x002834c5,2634949
1631,0x00282e75,2633333
1632,0x00282828,2631720
1633,0x002821dc,2630108
1634,0x00281b92,2628498
1635,0x0028154b,2626891
1636,0x00280f05,2625285
1637,0x002808c1,2623681
1638,0x00280280,2622080
1639,0x0027fc40,2620480
1640,0x0027f602,2618882
1641,0x0027efc6,2617286
1642,0x0027e98c,2615692
1643,0x0027e354,2614100
1644,0x0027dd1e,2612510
1645,0x0027d6ea,2610922
1646,0x0027d0b8,2609336
1647,0x0027ca87,2607751
1648,0x0027c459,2606169
1649,0x0027be2d,2604589
1650,0x0027b802,2603010
1651,0x0027b1d9,2601433
1652,0x0027abb3,2599859
1653,0x0027a58e,2598286
1654,0x00279f6b,2596715
1655,0x0027994a,2595146
1656,0x0027932b,2593579
1657,0x00278d0e,2592014
1658,0x002786f2,2590450
1659,0x002780d9,2588889
1660,0x00277ac1,2587329
1661,0x002774ac,2585772
1662,0x00276e98,2584216
1663,0x00276886,2582662
1664,0x00276276,2581110
1665,0x00275c67,2579559
1666,0x0027565b,2578011
1667,0x00275051,2576465
1668,0x00274a48,2574920
1669,0x00274441,2573377
1670,0x00273e3c,2571836
1671,0x00273839,2570297
1672,0x00273238,2568760
1673,0x00272c38,2567224
1674,0x0027263b,2565691
1675,0x0027203f,2564159
1676,0x00271a45,2562629
1677,0x0027144d,2561101
1678,0x00270e57,2559575
1679,0x00270862,2558050
1680,0x00270270,2556528
1681,0x0026fc7f,2555007
1682,0x0026f690,2553488
1683,0x0026f0a3,2551971
1684,0x0026eab7,2550455
1685,0x0026e4ce,2548942
1686,0x0026dee6,2547430
1687,0x0026d900,2545920
1688,0x0026d31b,2544411
1689,0x0026cd39,2542905
1690,0x0026c758,2541400
1691,0x0026c179,2539897
1692,0x0026bb9c,2538396
1693,0x0026b5c1,2536897
1694,0x0026afe7,2535399
1695,0x0026aa10,2533904
1696,0x0026a439,2532409
1697,0x00269e65,2530917
1698,0x00269893,2529427
1699,0x002692c2,2527938
1700,0x00268cf3,2526451
1701,0x00268726,2524966
1702,0x0026815a,2523482
1703,0x00267b90,2522000
1704,0x002675c8,2520520
1705,0x00267002,2519042
1706,0x00266a3d,2517565
1707,0x0026647a,2516090
1708,0x00265eb9,2514617
1709,0x002658fa,2513146
1710,0x0026533c,2511676
1711,0x00264d80,2510208
1712,0x002647c6,2508742
1713,0x0026420e,2507278
1714,0x00263c57,2505815
1715,0x002636a2,2504354
1716,0x002630ee,2502894
1717,0x00262b3c,2501436
1718,0x0026258c,2499980
1719,0x00261fde,2498526
1720,0x00261a32,2497074
1721,0x00261487,2495623
1722,0x00260edd,2494173
1723,0x00260936,2492726
1724,0x00260390,2491280
1725,0x0025fdec,2489836
1726,0x0025f849,2488393
1727,0x0025f2a8,2486952
1728,0x0025ed09,2485513
1729,0x0025e76b,2484075
1730,0x0025e1d0,2482640
1731,0x0025dc35,2481205
1732,0x0025d69d,2479773
1733,0x0025d106,2478342
1734,0x0025cb71,2476913
1735,0x0025c5dd,2475485
1736,0x0025c04b,2474059
1737,0x0025babb,2472635
1738,0x0025b52c,2471212
1739,0x0025af9f,2469791
1740,0x0025aa14,2468372
1741,0x0025a48a,2466954
1742,0x00259f02,2465538
1743,0x0025997b,2464123
1744,0x002593f6,2462710
1745,0x00258e73,2461299
1746,0x002588f1,2459889
1747,0x00258371,2458481
1748,0x00257df3,2457075
1749,0x00257876,2455670
1750,0x002572fb,2454267
1751,0x00256d81,2452865
1752,0x00256809,2451465
1753,0x00256292,2450066
1754,0x00255d1e,2448670
1755,0x002557aa,2447274
1756,0x00255239,2445881
1757,0x00254cc9,2444489
1758,0x0025475a,2443098
1759,0x002541ed,2441709
1760,0x00253c82,2440322
1761,0x00253718,2438936
1762,0x002531b0,2437552
1763,0x00252c49,2436169
1764,0x002526e4,2434788
1765,0x00252181,2433409
1766,0x00251c1f,2432031
1767,0x002516be,2430654
1768,0x00251160,2429280
1769,0x00250c02,2427906
1770,0x002506a7,2426535
1771,0x0025014d,2425165
1772,0x0024fbf4,2423796
1773,0x0024f69d,2422429
1774,0x0024f147,2421063
1775,0x0024ebf3,2419699
1776,0x0024e6a1,2418337
1777,0x0024e150,2416976
1778,0x0024dc01,2415617
1779,0x0024d6b3,2414259
1780,0x0024d166,2412902
1781,0x0024cc1c,2411548
1782,0x0024c6d2,2410194
1783,0x0024c18b,2408843
1784,0x0024bc44,2407492
1785,0x0024b700,2406144
1786,0x0024b1bc,2404796
1787,0x0024ac7b,2403451
1788,0x0024a73a,2402106
1789,0x0024a1fc,2400764
1790,0x00249cbf,2399423
1791,0x00249783,2398083
1792,0x00249249,2396745
1793,0x00248d10,2395408
1794,0x002487d9,2394073
1795,0x002482a3,2392739
1796,0x00247d6f,2391407
1797,0x0024783c,2390076
1798,0x0024730b,2388747
1799,0x00246ddb,2387419
1800,0x002468ac,2386092
1801,0x00246380,2384768
1802,0x00245e54,2383444
1803,0x0024592a,2382122
1804,0x00245402,2380802
1805,0x00244edb,2379483
1806,0x002449b5,2378165
1807,0x00244491,2376849
1808,0x00243f6f,2375535
1809,0x00243a4d,2374221
1810,0x0024352e,2372910
1811,0x0024300f,2371599
1812,0x00242af3,2370291
1813,0x002425d7,2368983
1814,0x002420bd,2367677
1815,0x00241ba5,2366373
1816,0x0024168e,2365070
1817,0x00241178,2363768
1818,0x00240c64,2362468
